InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,InvoiceDateParsed
536386,84029E,RED WOOLLY HOTTIE WHITE HEART,4,02/20/2011 11:04,2.29,17484,Germany,2011-02-20 11:04:00
536386,84879,ASSORTED COLOUR BIRD ORNAMENT,24,03/14/2011 08:22,2.11,17765,France,2011-03-14 08:22:00
536386,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,03/04/2011 09:27,6.13,17552,Netherlands,2011-03-04 09:27:00
536387,22632,HAND WARMER RED POLKA DOT,3,03/20/2011 16:49,7.21,15914,Belgium,2011-03-20 16:49:00
536387,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,02/05/2011 15:15,4.36,17014,Spain,2011-02-05 15:15:00
536387,22633,HAND WARMER UNION JACK,2,03/04/2011 11:22,6.51,15134,France,2011-03-04 11:22:00
536388,84029E,RED WOOLLY HOTTIE WHITE HEART,6,01/25/2011 09:15,5.22,16348,Spain,2011-01-25 09:15:00
536388,22633,HAND WARMER UNION JACK,1,01/12/2011 12:14,3.21,14339,France,2011-01-12 12:14:00
536388,22632,HAND WARMER RED POLKA DOT,4,03/12/2011 13:22,5.22,14565,France,2011-03-12 13:22:00
536389,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,03/10/2011 10:12,7.58,16312,France,2011-03-10 10:12:00
536389,22632,HAND WARMER RED POLKA DOT,1,01/25/2011 12:14,4.43,14822,United Kingdom,2011-01-25 12:14:00
536389,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,02/07/2011 10:40,7.63,16367,United Kingdom,2011-02-07 10:40:00
536390,22633,HAND WARMER UNION JACK,3,01/24/2011 08:16,0.5,16259,United Kingdom,2011-01-24 08:16:00
536390,71053,WHITE METAL LANTERN,12,01/07/2011 10:09,6.14,14835,United Kingdom,2011-01-07 10:09:00
536390,21730,GLASS STAR FROSTED T-LIGHT HOLDER,24,03/21/2011 11:49,4.67,16036,Netherlands,2011-03-21 11:49:00
536391,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,01/08/2011 17:47,3.9,14048,Belgium,2011-01-08 17:47:00
536391,84406B,CREAM CUPID HEARTS COAT HANGER,6,01/10/2011 10:00,4.68,17993,Spain,2011-01-10 10:00:00
536391,84029E,RED WOOLLY HOTTIE WHITE HEART,12,02/28/2011 09:43,0.52,14513,Belgium,2011-02-28 09:43:00
536392,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,01/29/2011 18:09,4.06,13511,United Kingdom,2011-01-29 18:09:00
536392,84879,ASSORTED COLOUR BIRD ORNAMENT,6,02/06/2011 15:07,5.21,14837,Belgium,2011-02-06 15:07:00
536392,22632,HAND WARMER RED POLKA DOT,1,03/18/2011 08:56,7.46,14986,Spain,2011-03-18 08:56:00
536393,84879,ASSORTED COLOUR BIRD ORNAMENT,1,03/28/2011 12:36,3.46,GUEST,Spain,2011-03-28 12:36:00
536393,84406B,CREAM CUPID HEARTS COAT HANGER,4,03/23/2011 15:05,2.88,15691,France,2011-03-23 15:05:00
536393,84406B,CREAM CUPID HEARTS COAT HANGER,12,03/05/2011 12:42,3.5,16852,United Kingdom,2011-03-05 12:42:00
536394,22752,SET 7 BABUSHKA NESTING BOXES,24,02/21/2011 16:52,6.33,17733,Spain,2011-02-21 16:52:00
536394,22632,HAND WARMER RED POLKA DOT,24,03/05/2011 18:28,5.16,14013,France,2011-03-05 18:28:00
536394,22633,HAND WARMER UNION JACK,4,01/16/2011 08:40,3.44,14306,Belgium,2011-01-16 08:40:00
536395,22632,HAND WARMER RED POLKA DOT,2,01/15/2011 15:07,5.53,13607,Netherlands,2011-01-15 15:07:00
536395,84029E,RED WOOLLY HOTTIE WHITE HEART,4,03/02/2011 11:29,4.69,15488,Germany,2011-03-02 11:29:00
536395,84406B,CREAM CUPID HEARTS COAT HANGER,3,02/23/2011 13:59,6.44,14534,United Kingdom,2011-02-23 13:59:00
536396,84879,ASSORTED COLOUR BIRD ORNAMENT,12,03/04/2011 10:28,3.1,15173,France,2011-03-04 10:28:00
536396,22633,HAND WARMER UNION JACK,24,01/25/2011 11:36,3.84,15711,United Kingdom,2011-01-25 11:36:00
536396,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,03/25/2011 10:31,3.72,13380,Spain,2011-03-25 10:31:00
536397,71053,WHITE METAL LANTERN,4,01/13/2011 16:58,1.57,18264,Germany,2011-01-13 16:58:00
536397,84406B,CREAM CUPID HEARTS COAT HANGER,6,02/13/2011 17:44,5.09,13003,France,2011-02-13 17:44:00
536397,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,03/04/2011 16:02,5.02,14269,Belgium,2011-03-04 16:02:00
536398,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,01/13/2011 18:45,4.51,15980,Germany,2011-01-13 18:45:00
536398,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,02/07/2011 13:23,4.03,14346,Spain,2011-02-07 13:23:00
536398,84406B,CREAM CUPID HEARTS COAT HANGER,1,03/20/2011 14:39,1.67,16422,Spain,2011-03-20 14:39:00
536399,84029E,RED WOOLLY HOTTIE WHITE HEART,12,01/02/2011 15:57,3.66,16823,Germany,2011-01-02 15:57:00
536399,84879,ASSORTED COLOUR BIRD ORNAMENT,4,03/30/2011 12:29,3.81,13977,Netherlands,2011-03-30 12:29:00
536399,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,02/07/2011 12:01,2.9,17738,Netherlands,2011-02-07 12:01:00
536400,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,03/05/2011 12:49,4.18,17319,France,2011-03-05 12:49:00
536400,84029E,RED WOOLLY HOTTIE WHITE HEART,12,03/26/2011 18:53,5.31,13141,Belgium,2011-03-26 18:53:00
536400,22633,HAND WARMER UNION JACK,12,01/17/2011 09:58,8.27,15749,Germany,2011-01-17 09:58:00
536401,22752,SET 7 BABUSHKA NESTING BOXES,3,01/22/2011 12:58,4.85,16293,France,2011-01-22 12:58:00
536401,71053,WHITE METAL LANTERN,1,01/19/2011 11:55,5.02,17870,Netherlands,2011-01-19 11:55:00
536401,22752,SET 7 BABUSHKA NESTING BOXES,4,01/02/2011 12:34,4.35,15365,Belgium,2011-01-02 12:34:00
536402,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,01/14/2011 18:14,0.66,17421,Spain,2011-01-14 18:14:00
536402,71053,WHITE METAL LANTERN,4,03/31/2011 12:41,4.45,13491,United Kingdom,2011-03-31 12:41:00
536402,22633,HAND WARMER UNION JACK,2,03/10/2011 10:24,4.62,17838,Belgium,2011-03-10 10:24:00
536403,84879,ASSORTED COLOUR BIRD ORNAMENT,2,02/23/2011 18:06,9.43,17389,Netherlands,2011-02-23 18:06:00
536403,22752,SET 7 BABUSHKA NESTING BOXES,4,01/31/2011 13:06,4.12,15355,Spain,2011-01-31 13:06:00
536403,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,01/16/2011 15:05,5.1,17602,Belgium,2011-01-16 15:05:00
536404,22752,SET 7 BABUSHKA NESTING BOXES,2,03/14/2011 11:04,4.43,16886,Germany,2011-03-14 11:04:00
536404,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,03/18/2011 08:17,2.16,13531,Germany,2011-03-18 08:17:00
536404,71053,WHITE METAL LANTERN,1,01/17/2011 08:22,6.79,14295,Spain,2011-01-17 08:22:00
536405,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,03/09/2011 09:47,6.0,16018,France,2011-03-09 09:47:00
536405,22632,HAND WARMER RED POLKA DOT,6,01/06/2011 18:33,6.08,17616,United Kingdom,2011-01-06 18:33:00
536405,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,03/04/2011 15:04,2.68,14984,Spain,2011-03-04 15:04:00
536406,84879,ASSORTED COLOUR BIRD ORNAMENT,6,02/11/2011 14:38,7.31,16062,Spain,2011-02-11 14:38:00
536406,71053,WHITE METAL LANTERN,12,03/12/2011 11:27,1.7,14217,Netherlands,2011-03-12 11:27:00
536406,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,02/24/2011 13:42,5.67,13596,Belgium,2011-02-24 13:42:00
536407,71053,WHITE METAL LANTERN,1,02/17/2011 10:35,8.88,GUEST,Belgium,2011-02-17 10:35:00
536407,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,01/07/2011 12:38,2.52,13194,Spain,2011-01-07 12:38:00
536407,22633,HAND WARMER UNION JACK,1,02/14/2011 16:23,3.37,14628,Spain,2011-02-14 16:23:00
536408,22632,HAND WARMER RED POLKA DOT,24,03/21/2011 17:43,4.7,12561,Spain,2011-03-21 17:43:00
536408,84029E,RED WOOLLY HOTTIE WHITE HEART,6,03/31/2011 12:58,3.49,12396,Germany,2011-03-31 12:58:00
536408,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,01/12/2011 16:13,1.4,16062,France,2011-01-12 16:13:00
536409,22752,SET 7 BABUSHKA NESTING BOXES,6,03/18/2011 09:56,4.64,13635,Belgium,2011-03-18 09:56:00
536409,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,02/23/2011 12:13,2.38,13278,France,2011-02-23 12:13:00
536409,84879,UNKNOWN_ITEM,12,02/09/2011 08:14,5.45,17255,United Kingdom,2011-02-09 08:14:00
536410,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,24,02/02/2011 12:20,2.66,16420,Belgium,2011-02-02 12:20:00
536410,22632,HAND WARMER RED POLKA DOT,6,03/13/2011 18:51,-7.6,15598,Belgium,2011-03-13 18:51:00
536410,71053,WHITE METAL LANTERN,6,02/24/2011 17:25,2.93,15767,France,2011-02-24 17:25:00
536411,22752,SET 7 BABUSHKA NESTING BOXES,6,02/28/2011 13:05,3.86,13213,Germany,2011-02-28 13:05:00
536411,71053,WHITE METAL LANTERN,3,02/13/2011 11:21,6.13,12971,Spain,2011-02-13 11:21:00
536411,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,02/14/2011 18:52,2.04,13188,Germany,2011-02-14 18:52:00
536412,84406B,CREAM CUPID HEARTS COAT HANGER,12,01/10/2011 10:49,4.95,16146,Spain,2011-01-10 10:49:00
536412,84879,ASSORTED COLOUR BIRD ORNAMENT,6,02/11/2011 18:20,7.11,12905,Netherlands,2011-02-11 18:20:00
536412,84029E,RED WOOLLY HOTTIE WHITE HEART,3,03/06/2011 09:19,1.29,12654,United Kingdom,2011-03-06 09:19:00
536413,71053,WHITE METAL LANTERN,6,02/19/2011 15:37,4.87,12682,Netherlands,2011-02-19 15:37:00
536413,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,03/06/2011 10:03,5.02,15159,Belgium,2011-03-06 10:03:00
536413,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,02/26/2011 16:33,6.06,15327,France,2011-02-26 16:33:00
536414,22752,SET 7 BABUSHKA NESTING BOXES,1,03/22/2011 18:21,2.03,13120,Spain,2011-03-22 18:21:00
536414,84879,ASSORTED COLOUR BIRD ORNAMENT,3,01/11/2011 17:42,1.86,15211,France,2011-01-11 17:42:00
536414,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,01/11/2011 12:35,5.54,15036,Germany,2011-01-11 12:35:00
536415,22632,HAND WARMER RED POLKA DOT,12,02/24/2011 16:23,5.09,14876,Germany,2011-02-24 16:23:00
536415,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,01/20/2011 09:18,5.0,13174,Spain,2011-01-20 09:18:00
536415,22632,HAND WARMER RED POLKA DOT,12,03/21/2011 10:38,5.19,13675,Germany,2011-03-21 10:38:00
536416,84406B,CREAM CUPID HEARTS COAT HANGER,1,02/22/2011 13:43,3.14,15984,Spain,2011-02-22 13:43:00
536416,22633,HAND WARMER UNION JACK,2,02/09/2011 15:57,4.96,15359,Belgium,2011-02-09 15:57:00
536416,22633,HAND WARMER UNION JACK,24,02/18/2011 16:33,5.09,13673,Germany,2011-02-18 16:33:00
536417,84029E,RED WOOLLY HOTTIE WHITE HEART,-1,02/17/2011 16:59,3.07,16572,United Kingdom,2011-02-17 16:59:00
536417,84029E,RED WOOLLY HOTTIE WHITE HEART,6,01/19/2011 14:05,8.23,14164,Netherlands,2011-01-19 14:05:00
536417,21730,UNKNOWN_ITEM,-2,02/17/2011 11:24,5.45,15417,Germany,2011-02-17 11:24:00
536418,22752,SET 7 BABUSHKA NESTING BOXES,2,01/05/2011 12:58,2.12,18048,Germany,2011-01-05 12:58:00
536418,84879,ASSORTED COLOUR BIRD ORNAMENT,2,01/03/2011 12:13,5.81,16841,Belgium,2011-01-03 12:13:00
536418,84029E,RED WOOLLY HOTTIE WHITE HEART,1,01/07/2011 11:26,2.55,17448,Netherlands,2011-01-07 11:26:00
536419,22633,HAND WARMER UNION JACK,1,03/22/2011 16:36,6.07,13522,France,2011-03-22 16:36:00
536419,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,03/27/2011 18:05,6.82,15300,United Kingdom,2011-03-27 18:05:00
536419,22632,HAND WARMER RED POLKA DOT,4,03/02/2011 08:40,2.86,15404,France,2011-03-02 08:40:00
536420,71053,WHITE METAL LANTERN,12,03/26/2011 18:06,6.43,15069,Germany,2011-03-26 18:06:00
536420,84406B,CREAM CUPID HEARTS COAT HANGER,12,03/01/2011 15:40,5.33,13450,United Kingdom,2011-03-01 15:40:00
536420,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,01/26/2011 08:20,6.14,16568,Netherlands,2011-01-26 08:20:00
536421,84029E,RED WOOLLY HOTTIE WHITE HEART,4,02/06/2011 13:55,8.29,17717,France,2011-02-06 13:55:00
536421,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,02/26/2011 14:21,4.01,16410,Belgium,2011-02-26 14:21:00
536421,22632,HAND WARMER RED POLKA DOT,1,02/24/2011 09:27,2.99,13824,Spain,2011-02-24 09:27:00
536422,22752,SET 7 BABUSHKA NESTING BOXES,3,02/27/2011 17:45,2.72,17996,Netherlands,2011-02-27 17:45:00
536422,22752,SET 7 BABUSHKA NESTING BOXES,4,02/05/2011 18:50,2.87,12960,Belgium,2011-02-05 18:50:00
536422,84406B,CREAM CUPID HEARTS COAT HANGER,2,03/19/2011 18:50,4.35,13380,United Kingdom,2011-03-19 18:50:00
536423,22752,SET 7 BABUSHKA NESTING BOXES,6,01/05/2011 17:09,5.18,15384,France,2011-01-05 17:09:00
536423,84406B,CREAM CUPID HEARTS COAT HANGER,4,02/10/2011 18:17,5.05,13275,United Kingdom,2011-02-10 18:17:00
536423,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,02/03/2011 12:45,6.15,17358,France,2011-02-03 12:45:00
536424,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,24,01/10/2011 15:11,4.53,15992,United Kingdom,2011-01-10 15:11:00
536424,22752,SET 7 BABUSHKA NESTING BOXES,12,01/09/2011 16:34,7.41,14803,Germany,2011-01-09 16:34:00
536424,84406B,UNKNOWN_ITEM,6,01/29/2011 09:12,3.97,14285,Netherlands,2011-01-29 09:12:00
536425,22752,SET 7 BABUSHKA NESTING BOXES,6,01/17/2011 17:56,9.94,14879,Netherlands,2011-01-17 17:56:00
536425,22632,HAND WARMER RED POLKA DOT,4,03/15/2011 09:08,5.75,17608,United Kingdom,2011-03-15 09:08:00
536425,22752,SET 7 BABUSHKA NESTING BOXES,24,03/12/2011 18:37,2.79,13403,Netherlands,2011-03-12 18:37:00
536426,71053,WHITE METAL LANTERN,3,01/22/2011 10:20,2.36,14193,France,2011-01-22 10:20:00
536426,84029E,RED WOOLLY HOTTIE WHITE HEART,3,01/26/2011 18:35,5.46,17466,France,2011-01-26 18:35:00
536426,84406B,CREAM CUPID HEARTS COAT HANGER,6,01/20/2011 10:42,4.05,17303,France,2011-01-20 10:42:00
536427,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,03/15/2011 12:41,5.93,17032,Netherlands,2011-03-15 12:41:00
536427,22632,HAND WARMER RED POLKA DOT,3,03/03/2011 11:51,5.45,15672,France,2011-03-03 11:51:00
536427,84406B,CREAM CUPID HEARTS COAT HANGER,4,03/01/2011 11:21,4.35,14906,Belgium,2011-03-01 11:21:00
536428,22752,SET 7 BABUSHKA NESTING BOXES,2,02/17/2011 16:35,2.81,14326,Netherlands,2011-02-17 16:35:00
536428,84406B,CREAM CUPID HEARTS COAT HANGER,3,02/19/2011 17:26,1.47,13654,France,2011-02-19 17:26:00
536428,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,03/07/2011 15:31,3.61,16420,United Kingdom,2011-03-07 15:31:00
536429,22633,HAND WARMER UNION JACK,2,03/16/2011 13:03,6.21,GUEST,France,2011-03-16 13:03:00
536429,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,02/16/2011 14:23,4.93,12765,France,2011-02-16 14:23:00
536429,22632,HAND WARMER RED POLKA DOT,6,02/05/2011 17:43,2.01,13400,United Kingdom,2011-02-05 17:43:00
536430,22752,SET 7 BABUSHKA NESTING BOXES,3,01/19/2011 11:38,4.85,16442,United Kingdom,2011-01-19 11:38:00
536430,22752,SET 7 BABUSHKA NESTING BOXES,6,02/28/2011 10:38,5.27,13491,France,2011-02-28 10:38:00
536430,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,02/08/2011 17:21,2.73,16521,Spain,2011-02-08 17:21:00
536431,22633,HAND WARMER UNION JACK,3,02/12/2011 18:07,4.81,17127,France,2011-02-12 18:07:00
536431,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,03/25/2011 17:36,4.62,12766,Spain,2011-03-25 17:36:00
536431,84879,UNKNOWN_ITEM,4,01/19/2011 18:15,2.21,18084,Germany,2011-01-19 18:15:00
536432,84406B,CREAM CUPID HEARTS COAT HANGER,2,02/22/2011 16:49,5.22,16209,Belgium,2011-02-22 16:49:00
536432,22632,HAND WARMER RED POLKA DOT,3,03/26/2011 15:33,5.62,13764,Netherlands,2011-03-26 15:33:00
536432,22752,SET 7 BABUSHKA NESTING BOXES,24,03/29/2011 18:51,6.67,17343,Netherlands,2011-03-29 18:51:00
536433,22632,HAND WARMER RED POLKA DOT,3,02/06/2011 11:44,6.61,14943,Netherlands,2011-02-06 11:44:00
536433,84029E,RED WOOLLY HOTTIE WHITE HEART,6,03/28/2011 16:24,1.74,15578,France,2011-03-28 16:24:00
536433,84029E,RED WOOLLY HOTTIE WHITE HEART,2,02/14/2011 15:41,2.62,16270,Germany,2011-02-14 15:41:00
536434,22632,HAND WARMER RED POLKA DOT,2,01/14/2011 17:47,5.53,14332,United Kingdom,2011-01-14 17:47:00
536434,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,24,02/12/2011 15:06,5.53,13472,United Kingdom,2011-02-12 15:06:00
536434,84406B,CREAM CUPID HEARTS COAT HANGER,4,03/03/2011 18:12,5.53,14699,France,2011-03-03 18:12:00
536435,71053,WHITE METAL LANTERN,2,03/10/2011 08:58,12.21,15769,Germany,2011-03-10 08:58:00
536435,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,02/07/2011 08:00,5.64,17283,United Kingdom,2011-02-07 08:00:00
536435,22633,HAND WARMER UNION JACK,6,03/09/2011 15:56,6.77,16476,Netherlands,2011-03-09 15:56:00
536436,22752,SET 7 BABUSHKA NESTING BOXES,4,03/24/2011 12:45,6.41,15107,France,2011-03-24 12:45:00
536436,84406B,CREAM CUPID HEARTS COAT HANGER,12,02/21/2011 14:32,5.8,15629,Belgium,2011-02-21 14:32:00
536436,22633,HAND WARMER UNION JACK,2,01/01/2011 12:24,3.87,14533,France,2011-01-01 12:24:00
536437,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,03/30/2011 11:03,6.02,16158,France,2011-03-30 11:03:00
